WinnerName,WinnerAge,winner_Height,winner_Weight,winner_Reach,winner_Stance,winner_DOB,WinningDate,title_bout
Aaron Simpson,36.0,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",2011-07-02,False
Anthony Njokuani,31.0,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",2011-07-02,False
Cheick Kongo,36.0,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",2011-06-26,False
Charlie Brenneman,30.0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 09, 1981",2011-06-26,False
Matt Brown,30.0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981",2011-06-26,False
Matt Mitrione,32.0,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978",2011-06-26,False
Tyson Griffin,27.0,"5' 6""",145 lbs.,"68""",Orthodox,"Apr 20, 1984",2011-06-26,False
Joe Lauzon,27.0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2011-06-26,False
Rich Attonito,34.0,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",2011-06-26,False
Junior Dos Santos,27.0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",2011-06-11,False
Kenny Florian,35.0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2011-06-11,False
Mark Munoz,33.0,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978",2011-06-11,False
Sam Stout,27.0,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",2011-06-11,False
Chris Weidman,26.0,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",2011-06-11,False
Krzysztof Soszynski,33.0,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",2011-06-11,False
Darren Elkins,27.0,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",2011-06-11,False
Ed Herman,30.0,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",2011-06-04,False
Kyle Kingsbury,29.0,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982",2011-06-04,False
George Roop,29.0,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981",2011-06-04,False
Rampage Jackson,32.0,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",2011-05-28,False
Frank Mir,32.0,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2011-05-28,False
Travis Browne,28.0,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982",2011-05-28,False
Rick Story,26.0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",2011-05-28,False
Brian Stann,30.0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",2011-05-28,False
Demetrious Johnson,24.0,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 13, 1986",2011-05-28,False
Tim Boetsch,30.0,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",2011-05-28,False
Gleison Tibau,27.0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",2011-05-28,False
Michael McDonald,20.0,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",2011-05-28,False
Georges St-Pierre,29.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2011-04-30,True
Lyoto Machida,32.0,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978",2011-04-30,False
Vladimir Matyushenko,40.0,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",2011-04-30,False
Rory MacDonald,21.0,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 22, 1989",2011-04-30,False
Jake Ellenberger,26.0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2011-04-30,False
Claude Patrick,30.0,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980",2011-04-30,False
Jason MacDonald,35.0,"6' 3""",185 lbs.,"80""",Orthodox,"Jun 03, 1975",2011-04-30,False
John Makdessi,25.0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",2011-04-30,False
Phil Davis,26.0,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2011-03-26,False
Anthony Johnson,27.0,"6' 2""",205 lbs.,"78""",Orthodox,"Mar 06, 1984",2011-03-26,False
Amir Sadollah,30.0,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 27, 1980",2011-03-26,False
Mike Russow,34.0,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",2011-03-26,False
John Hathaway,23.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",2011-03-26,False
Christian Morecraft,24.0,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",2011-03-26,False
Johny Hendricks,27.0,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",2011-03-26,False
Aaron Simpson,36.0,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 20, 1974",2011-03-26,False
Nik Lentz,26.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2011-03-26,False
Jon Jones,23.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2011-03-19,True
Nate Marquardt,31.0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2011-03-19,False
Brendan Schaub,28.0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2011-03-19,False
Luiz Cane,29.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981",2011-03-19,False
Mike Pyle,35.0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",2011-03-19,False
Gleison Tibau,27.0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",2011-03-19,False
Diego Sanchez,29.0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2011-03-03,False
Mark Munoz,33.0,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978",2011-03-03,False
Cyrille Diabate,37.0,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",2011-03-03,False
Dongi Yang,26.0,"5' 10""",185 lbs.,"71""",Southpaw,"Dec 07, 1984",2011-03-03,False
Rousimar Palhares,31.0,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",2011-03-03,False
Igor Pokrajac,32.0,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979",2011-03-03,False
Michael Bisping,31.0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",2011-02-26,False
Dennis Siver,32.0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",2011-02-26,False
Kyle Noke,30.0,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",2011-02-26,False
Ross Pearson,26.0,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",2011-02-26,False
Alexander Gustafsson,24.0,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",2011-02-26,False
Mark Hunt,36.0,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974",2011-02-26,False
Anderson Silva,35.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2011-02-05,True
Forrest Griffin,31.0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979",2011-02-05,False
Jon Jones,23.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2011-02-05,False
Jake Ellenberger,25.0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2011-02-05,False
Paul Taylor,31.0,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",2011-02-05,False
Kyle Kingsbury,28.0,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982",2011-02-05,False
Melvin Guillard,27.0,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983",2011-01-22,False
Matt Mitrione,32.0,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978",2011-01-22,False
Mark Hominick,28.0,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982",2011-01-22,False
Pat Barry,31.0,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2011-01-22,False
Matt Wiman,27.0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",2011-01-22,False
Yves Edwards,34.0,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2011-01-22,False
DaMarques Johnson,28.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982",2011-01-22,False
Charlie Brenneman,29.0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 09, 1981",2011-01-22,False
Brian Stann,30.0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",2011-01-01,False
Dong Hyun Kim,29.0,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2011-01-01,False
Clay Guida,29.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2011-01-01,False
Jeremy Stephens,24.0,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986",2011-01-01,False
Brad Tavares,23.0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",2011-01-01,False
Daniel Roberts,30.0,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980",2011-01-01,False
Georges St-Pierre,29.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2010-12-11,True
Stefan Struve,22.0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",2010-12-11,False
Jim Miller,27.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2010-12-11,False
Mac Danzig,30.0,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",2010-12-11,False
Thiago Alves,27.0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",2010-12-11,False
Dan Miller,29.0,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2010-12-11,False
Mark Bocek,29.0,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",2010-12-11,False
Ricardo Almeida,34.0,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2010-12-11,False
Stephan Bonnar,33.0,"6' 4""",205 lbs.,"78""",Orthodox,"Apr 04, 1977",2010-12-04,False
Demian Maia,33.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2010-12-04,False
Rick Story,26.0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",2010-12-04,False
David Branch,29.0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",2010-12-04,False
Rampage Jackson,32.0,"6' 1""",205 lbs.,"73""",Orthodox,"Jun 20, 1978",2010-11-20,False
BJ Penn,31.0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 13, 1978",2010-11-20,False
Phil Davis,26.0,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2010-11-20,False
George Sotiropoulos,33.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2010-11-20,False
Brian Foster,26.0,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",2010-11-20,False
Mark Munoz,32.0,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978",2010-11-20,False
Dennis Hallman,34.0,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",2010-11-20,False
Nik Lentz,26.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2010-11-20,False
Yushin Okami,29.0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2010-11-13,False
Dennis Siver,31.0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",2010-11-13,False
Amir Sadollah,30.0,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 27, 1980",2010-11-13,False
Krzysztof Soszynski,33.0,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",2010-11-13,False
Duane Ludwig,32.0,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",2010-11-13,False
Kyle Noke,30.0,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",2010-11-13,False
Karlos Vemola,25.0,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",2010-11-13,False
Cain Velasquez,28.0,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",2010-10-23,True
Diego Sanchez,28.0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2010-10-23,False
Matt Hamill,34.0,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",2010-10-23,False
Brendan Schaub,27.0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2010-10-23,False
Court McGee,25.0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",2010-10-23,False
Tom Lawlor,27.0,"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2010-10-23,False
Daniel Roberts,30.0,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980",2010-10-23,False
Sam Stout,26.0,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",2010-10-23,False
Jon Madsen,30.0,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",2010-10-23,False
Michael Bisping,31.0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",2010-10-16,False
Carlos Condit,26.0,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",2010-10-16,False
Mike Pyle,35.0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",2010-10-16,False
Claude Patrick,30.0,"5' 11""",170 lbs.,"75""",Orthodox,"Jun 14, 1980",2010-10-16,False
Alexander Gustafsson,23.0,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",2010-10-16,False
Frank Mir,31.0,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2010-09-25,False
Ryan Bader,27.0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2010-09-25,False
Chris Lytle,36.0,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",2010-09-25,False
Sean Sherk,37.0,"5' 6""",155 lbs.,"67""",Orthodox,"Aug 05, 1973",2010-09-25,False
Melvin Guillard,27.0,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983",2010-09-25,False
CB Dollaway,27.0,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",2010-09-25,False
Matt Mitrione,32.0,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978",2010-09-25,False
Waylon Lowe,29.0,"5' 7""",145 lbs.,,Southpaw,"Oct 31, 1980",2010-09-25,False
TJ Grant,26.0,"5' 10""",155 lbs.,"72""",Orthodox,"Feb 26, 1984",2010-09-25,False
Nate Marquardt,31.0,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2010-09-15,False
Charles Oliveira,20.0,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",2010-09-15,False
Jim Miller,27.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2010-09-15,False
Cole Miller,26.0,"6' 1""",145 lbs.,"74""",Orthodox,"Apr 26, 1984",2010-09-15,False
Yves Edwards,33.0,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2010-09-15,False
Kyle Kingsbury,28.0,"6' 4""",205 lbs.,"76""",Orthodox,"Mar 22, 1982",2010-09-15,False
David Branch,28.0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",2010-09-15,False
Brian Foster,26.0,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",2010-09-15,False
Frankie Edgar,28.0,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981",2010-08-28,True
Demian Maia,32.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2010-08-28,False
Gray Maynard,31.0,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",2010-08-28,False
Nate Diaz,25.0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",2010-08-28,False
Joe Lauzon,26.0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2010-08-28,False
Nik Lentz,26.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2010-08-28,False
Dan Miller,29.0,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2010-08-28,False
Greg Soto,24.0,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986",2010-08-28,False
Anderson Silva,35.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2010-08-07,True
Jon Fitch,32.0,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978",2010-08-07,False
Clay Guida,28.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2010-08-07,False
Matt Hughes,36.0,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973",2010-08-07,False
Junior Dos Santos,26.0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",2010-08-07,False
Rick Story,25.0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",2010-08-07,False
Phil Davis,25.0,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2010-08-07,False
Johny Hendricks,26.0,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",2010-08-07,False
Dennis Hallman,34.0,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 02, 1975",2010-08-07,False
Jon Jones,23.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2010-08-01,False
Yushin Okami,29.0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2010-08-01,False
Jake Ellenberger,25.0,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2010-08-01,False
Takanori Gomi,31.0,"5' 7""",155 lbs.,"70""",Southpaw,"Sep 22, 1978",2010-08-01,False
Jacob Volkmann,29.0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",2010-08-01,False
Matthew Riddle,24.0,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986",2010-08-01,False
Igor Pokrajac,31.0,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979",2010-08-01,False
Brian Stann,29.0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",2010-08-01,False
Rob Kimmons,29.0,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",2010-08-01,False
Brock Lesnar,32.0,"6' 3""",265 lbs.,"81""",Orthodox,"Jul 12, 1977",2010-07-03,True
Chris Leben,29.0,"5' 11""",185 lbs.,"74""",Southpaw,"Jul 21, 1980",2010-07-03,False
Chris Lytle,35.0,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",2010-07-03,False
Stephan Bonnar,33.0,"6' 4""",205 lbs.,"78""",Orthodox,"Apr 04, 1977",2010-07-03,False
George Sotiropoulos,32.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2010-07-03,False
Brendan Schaub,27.0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2010-07-03,False
Kendall Grove,27.0,"6' 6""",185 lbs.,"79""",Orthodox,"Nov 12, 1982",2010-07-03,False
Daniel Roberts,29.0,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 05, 1980",2010-07-03,False
Matt Hamill,33.0,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976",2010-06-19,False
Chris Leben,29.0,"5' 11""",185 lbs.,"74""",Southpaw,"Jul 21, 1980",2010-06-19,False
Dennis Siver,31.0,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 13, 1979",2010-06-19,False
Rich Franklin,35.0,"6' 1""",185 lbs.,"75""",Southpaw,"Oct 05, 1974",2010-06-12,False
Mirko Cro Cop,35.0,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2010-06-12,False
Martin Kampmann,28.0,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982",2010-06-12,False
Ben Rothwell,28.0,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",2010-06-12,False
Carlos Condit,26.0,"6' 2""",170 lbs.,"75""",Orthodox,"Apr 26, 1984",2010-06-12,False
Evan Dunham,28.0,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",2010-06-12,False
Matt Wiman,26.0,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",2010-06-12,False
Mario Miranda,30.0,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",2010-06-12,False
James Wilks,32.0,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978",2010-06-12,False
Mike Pyle,34.0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975",2010-06-12,False
Rashad Evans,30.0,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2010-05-29,False
Michael Bisping,31.0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",2010-05-29,False
Mike Russow,33.0,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",2010-05-29,False
Rogerio Nogueira,33.0,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2010-05-29,False
John Hathaway,22.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987",2010-05-29,False
Dong Hyun Kim,28.0,"6' 2""",170 lbs.,"76""",Southpaw,"Nov 17, 1981",2010-05-29,False
Efrain Escudero,24.0,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986",2010-05-29,False
Aaron Riley,29.0,"5' 8""",155 lbs.,"69""",Southpaw,"Dec 09, 1980",2010-05-29,False
Ryan Jensen,32.0,"6' 1""",185 lbs.,"76""",Orthodox,"Sep 20, 1977",2010-05-29,False
Mauricio Rua,28.0,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",2010-05-08,True
Josh Koscheck,32.0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",2010-05-08,False
Jeremy Stephens,23.0,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986",2010-05-08,False
Matt Mitrione,31.0,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978",2010-05-08,False
Alan Belcher,26.0,"6' 2""",185 lbs.,"73""",Orthodox,"Apr 24, 1984",2010-05-08,False
Joe Doerksen,32.0,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",2010-05-08,False
Marcus Davis,36.0,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2010-05-08,False
Johny Hendricks,26.0,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983",2010-05-08,False
Joey Beltran,28.0,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",2010-05-08,False
Mike Guymon,35.0,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974",2010-05-08,False
John Salter,25.0,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",2010-05-08,False
Anderson Silva,34.0,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",2010-04-10,True
Frankie Edgar,28.0,"5' 6""",145 lbs.,"68""",Orthodox,"Oct 16, 1981",2010-04-10,True
Rafael Dos Anjos,25.0,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",2010-04-10,False
Mark Munoz,32.0,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978",2010-04-10,False
Phil Davis,25.0,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2010-04-10,False
Rick Story,25.0,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",2010-04-10,False
DaMarques Johnson,27.0,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 28, 1982",2010-04-10,False
Paul Kelly,25.0,"5' 9""",155 lbs.,"70""",Orthodox,"Sep 12, 1984",2010-04-10,False
Jon Madsen,30.0,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980",2010-04-10,False
Roy Nelson,33.0,"6' 0""",263 lbs.,"72""",Orthodox,"Jun 20, 1976",2010-03-31,False
Jorge Rivera,38.0,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972",2010-03-31,False
Ross Pearson,25.0,"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984",2010-03-31,False
Andre Winner,28.0,"5' 11""",155 lbs.,"73""",Orthodox,"Nov 09, 1981",2010-03-31,False
Jacob Volkmann,29.0,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",2010-03-31,False
Nik Lentz,25.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2010-03-31,False
Gleison Tibau,26.0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",2010-03-31,False
Yushin Okami,28.0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2010-03-31,False
Georges St-Pierre,28.0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981",2010-03-27,True
Shane Carwin,35.0,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975",2010-03-27,True
Kurt Pellegrino,30.0,"5' 8""",155 lbs.,"70""",Orthodox,"May 07, 1979",2010-03-27,False
Jon Fitch,32.0,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978",2010-03-27,False
Jim Miller,26.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2010-03-27,False
Nate Diaz,24.0,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",2010-03-27,False
Ricardo Almeida,33.0,"6' 0""",170 lbs.,"74""",Orthodox,"Nov 29, 1976",2010-03-27,False
Rousimar Palhares,30.0,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",2010-03-27,False
Jared Hamman,28.0,"6' 3""",185 lbs.,"75""",Orthodox,"Mar 07, 1982",2010-03-27,False
Jon Jones,22.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2010-03-21,False
Junior Dos Santos,26.0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",2010-03-21,False
Cheick Kongo,34.0,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",2010-03-21,False
Alessio Sakara,28.0,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",2010-03-21,False
Clay Guida,28.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2010-03-21,False
Vladimir Matyushenko,39.0,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",2010-03-21,False
Brendan Schaub,27.0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2010-03-21,False
Jason Brilz,34.0,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975",2010-03-21,False
Cain Velasquez,27.0,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",2010-02-20,False
Wanderlei Silva,33.0,"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2010-02-20,False
George Sotiropoulos,32.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977",2010-02-20,False
Ryan Bader,26.0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2010-02-20,False
Mirko Cro Cop,35.0,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2010-02-20,False
